id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1628726376504127489,1628726376504127489,2023-02-23 12:00:03 UTC,2023-02-23,12:00:03,+0000,1500639956737597442,tgtm_official,The Great Translation Movement 大翻译运动官方推号,,"If anyone can find out the other 3 banners mentioned in this post, feel free to send them to us by inbox.  We will translate them, share them and make sure that these disgusting acts will not be forgotten.  https://t.co/AAmyM3tjVG",en,[],[],['https://pbs.twimg.com/media/Fpo5evUakAABW5b.jpg'],1,13,54,[],[],https://twitter.com/TGTM_Official/status/1628726376504127489,False,,1,https://pbs.twimg.com/media/Fpo5evUakAABW5b.jpg,,,,,,,[],,,,
1628681068734828545,1628681068734828545,2023-02-23 09:00:00 UTC,2023-02-23,09:00:00,+0000,1500639956737597442,tgtm_official,The Great Translation Movement 大翻译运动官方推号,,"Another day, another post from Auntie Hua say the darnest thing!  #TheGreatTranslationMovement  https://t.co/SBINlxjbR2",en,[],[],['https://pbs.twimg.com/media/Fpo5Kv8agAEMJim.jpg'],10,79,208,['thegreattranslationmovement'],[],https://twitter.com/TGTM_Official/status/1628681068734828545,False,,1,https://pbs.twimg.com/media/Fpo5Kv8agAEMJim.jpg,,,,,,,[],,,,
1628167690392068096,1628167690392068096,2023-02-21 23:00:01 UTC,2023-02-21,23:00:01,+0000,1500639956737597442,tgtm_official,The Great Translation Movement 大翻译运动官方推号,,China's newest invention — the Red Reciting Booth: a street mini KTV exclusively for learning and reading Xi's quotes!  #TheGreatTranslationMovement  #大翻译运动  https://t.co/R4n7wY21A7,en,[],[],['https://pbs.twimg.com/media/FphWuyOaMAEXuXg.jpg'],116,311,1097,"['thegreattranslationmovement', '大翻译运动']",[],https://twitter.com/TGTM_Official/status/1628167690392068096,False,,1,https://pbs.twimg.com/media/FphWuyOaMAEXuXg.jpg,,,,,,,[],,,,
1627533507982671873,1627533507982671873,2023-02-20 05:00:01 UTC,2023-02-20,05:00:01,+0000,1500639956737597442,tgtm_official,The Great Translation Movement 大翻译运动官方推号,,Is China the 51st state of America? #TheGreatTranslationMovement #大翻译运动  https://t.co/ecNfBZeRVD,en,[],[],['https://pbs.twimg.com/media/FpYfkGUXoAAdYiC.jpg'],35,111,396,"['thegreattranslationmovement', '大翻译运动']",[],https://twitter.com/TGTM_Official/status/1627533507982671873,False,,1,https://pbs.twimg.com/media/FpYfkGUXoAAdYiC.jpg,,,,,,,[],,,,
1626929528504258562,1626929528504258562,2023-02-18 13:00:01 UTC,2023-02-18,13:00:01,+0000,1500639956737597442,tgtm_official,The Great Translation Movement 大翻译运动官方推号,,"Although this is a small earthquake for Japan, these people never give up any chance to wish for a bigger catastrophe in Japan.  #TheGreatTranslationMovement  https://t.co/aiArrcglxN",en,[],[],"['https://pbs.twimg.com/media/FpNDpcGaEAAB9Sn.jpg', 'https://pbs.twimg.com/media/FpNDpcBacAEZ8X9.jpg']",38,177,528,['thegreattranslationmovement'],[],https://twitter.com/TGTM_Official/status/1626929528504258562,False,,1,https://pbs.twimg.com/media/FpNDpcGaEAAB9Sn.jpg,,,,,,,[],,,,
1626748331396567042,1626748331396567042,2023-02-18 01:00:00 UTC,2023-02-18,01:00:00,+0000,1500639956737597442,tgtm_official,The Great Translation Movement 大翻译运动官方推号,,"99% percent think chasing Taiwanese out is the best solution, the other 1% just want sink it and rebuild one. They think Chinese can re-do all infrastructure destroyed and, it's much cheaper than starting a war.  #TheGreatTranslationMovement  https://t.co/MmZCQ2dU5z",en,[],[],"['https://pbs.twimg.com/media/FpJn_d2acAAbebu.jpg', 'https://pbs.twimg.com/media/FpJn_dsaEAAuVdw.png']",46,146,421,['thegreattranslationmovement'],[],https://twitter.com/TGTM_Official/status/1626748331396567042,False,,1,https://pbs.twimg.com/media/FpJn_d2acAAbebu.jpg,,,,,,,[],,,,
1626521838648979456,1626521838648979456,2023-02-17 10:00:00 UTC,2023-02-17,10:00:00,+0000,1500639956737597442,tgtm_official,The Great Translation Movement 大翻译运动官方推号,, https://t.co/6CDvOgJxz8,zxx,[],['https://twitter.com/amuse/status/1625854233932365824?s=46&t=eJowk0D5oizR835YkCCXZw'],[],28,98,259,[],[],https://twitter.com/TGTM_Official/status/1626521838648979456,False,https://twitter.com/amuse/status/1625854233932365824?s=46&t=eJowk0D5oizR835YkCCXZw,0,,,,,,,,[],,,,
1626385947511214085,1626385947511214085,2023-02-17 01:00:01 UTC,2023-02-17,01:00:01,+0000,1500639956737597442,tgtm_official,The Great Translation Movement 大翻译运动官方推号,,Aftermath of Ohio train derailment. America’s Chernobyl indeed.   Oh wait….. I don’t remember Ohio having so much towers.  #OhioChemicalDisaster  #TheGreatTranslationMovement  https://t.co/2eRD5u4bUJ,en,[],[],['https://pbs.twimg.com/media/FpIAS-xagAIGSvp.jpg'],73,167,998,"['ohiochemicaldisaster', 'thegreattranslationmovement']",[],https://twitter.com/TGTM_Official/status/1626385947511214085,False,,1,https://pbs.twimg.com/media/FpIAS-xagAIGSvp.jpg,,,,,,,[],,,,
1626189653396058112,1626189653396058112,2023-02-16 12:00:01 UTC,2023-02-16,12:00:01,+0000,1500639956737597442,tgtm_official,The Great Translation Movement 大翻译运动官方推号,, https://t.co/opYbJcQkcm  Lets bet if they disappear like how people disappear after Hubei Incident.,en,[],['https://www.reuters.com/world/us/angry-ohio-townspeople-seek-answers-trains-toxic-spill-2023-02-16/'],[],7,31,166,[],[],https://twitter.com/TGTM_Official/status/1626189653396058112,False,,0,,,,,,,,[],,,,
1626031106943250437,1626031106943250437,2023-02-16 01:30:00 UTC,2023-02-16,01:30:00,+0000,1500639956737597442,tgtm_official,The Great Translation Movement 大翻译运动官方推号,,"In reality, he will be nice and cozy in a luxury nuclear proof bunker while his supporters are not.  #RussianUkrainianWar  #TheGreatTranslationMovement  https://t.co/N6ZMtEVsim",en,[],[],['https://pbs.twimg.com/media/Fo-SVlQagAAoAhj.jpg'],9,178,501,"['russianukrainianwar', 'thegreattranslationmovement']",[],https://twitter.com/TGTM_Official/status/1626031106943250437,False,,1,https://pbs.twimg.com/media/Fo-SVlQagAAoAhj.jpg,,,,,,,[],,,,
