,Tweet,URL,Date,user_id,Replies,Retweets,Likes,Tweet Content,Main language use
183,183,https://twitter.com/TGTM_Official/status/1507480504567746571,2022-03-25,1500639956737597442,16,86,284,"In a few years we will see professors shouting ""The Führer himself and he alone is the German reality, present and future, and its law. Study to know; from now on, all things demand decision, and all action responsibility. Hail Hitler"" #TheGreatTranslationMovement  #大翻译运动  https://t.co/8xb7tRvnz4",2
184,184,https://twitter.com/TGTM_Official/status/1507538930261966848,2022-03-26,1500639956737597442,31,237,621,5 millions to Ukraine &amp; 14 millions to Russia - not sure which side is being invaded 🤔  #RussiaUkraineWar #大翻译运动 #TheGreatTranslationMovement  https://t.co/FyXDLqxvQS,2
185,185,https://twitter.com/TGTM_Official/status/1507561049293312007,2022-03-26,1500639956737597442,12,84,253,An example from the results of this new instruction... ...  #RussianUkrainianWar  #大翻译运动 #TheGreatTranslationMovement  https://t.co/J2k0bnSh9L,2
186,186,https://twitter.com/TGTM_Official/status/1507577332768288768,2022-03-26,1500639956737597442,35,146,949,感謝 #波特王 對大翻譯運動的宣傳！「在辱華與屈辱之間，你選擇了屈辱，最終還是要面對辱華的。」——祝粉紅月報系列越辦越好！😘  #大翻译运动 #TheGreatTranslationMovement    https://t.co/Sm7CuaRnT4,1
187,187,https://twitter.com/TGTM_Official/status/1507601492018147332,2022-03-26,1500639956737597442,23,36,316,"Hey @serpentza @laowhy86 thanks for airing us on your last podcast. Can’t express enough gratitude on your support since we were small. And congrats on Winston for hitting 1,000,000 followers on YouTube 🎉 🎉🎉  #大翻译运动 #TheGreatTranslationMovement    https://t.co/9CEAGkhKmf",2
188,188,https://twitter.com/TGTM_Official/status/1507645532088385540,2022-03-26,1500639956737597442,43,309,852,Conspiracy circulating on China social media that #COVID19 is a bio-weapon against Chinese gene. Netizens claim it is designed to attack reproductive system and therefore a genocide on Chinese. Hmmm I am scared now.😅  #大翻译运动  #TheGreatTranslationMovement  https://t.co/lzFiixbv2Q,2
189,189,https://twitter.com/TGTM_Official/status/1507794985269219330,2022-03-26,1500639956737597442,10,164,459,"Yin Ye, University of Copenhagen PhD in Bioengineering, also the CEO of BGI Group (one of the biggest life sciences companies in China), got banned after refuting the theory that Moderna created the virus of Covid-19. He has 859k followers on Weibo. #TheGreatTranslationMovement  https://t.co/LgnUuCALwA",2
190,190,https://twitter.com/TGTM_Official/status/1507812681553694731,2022-03-26,1500639956737597442,10,140,421,"So it‘s said that the lobster imported from the United States carried COVID, but the customs officials at the time did not know nor detect it? This report comes from China Daily, not cherry picking, right?  #TheGreatTranslationMovement  #大翻译运动  https://t.co/WZxjHHvrP7",2
191,191,https://twitter.com/TGTM_Official/status/1507813313564053511,2022-03-26,1500639956737597442,2,14,98, https://t.co/E2ovUfNDFW   This is the COVID lobster video in case anyone is interested,2
192,192,https://twitter.com/TGTM_Official/status/1507861245625569283,2022-03-26,1500639956737597442,112,313,757,"Seriously, she should delete this video and just shut up if she wants to keep her beloved Russia secretly fed by the hands of China because if the West finds out, China would be sanctioned soon. #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/MIlGP7UglO",2
193,193,https://twitter.com/TGTM_Official/status/1507863580288466954,2022-03-26,1500639956737597442,5,23,168,"Also, ending an investment promotion video with an insincere ""Trust me""? Someone help her with scripting, please.",2
194,194,https://twitter.com/TGTM_Official/status/1507906083800731651,2022-03-27,1500639956737597442,27,311,955,Bigmouth American imperialism strikes again  #大翻译运动 #TheGreatTranslationMovement  https://t.co/C2at1Js6A8,2
195,195,https://twitter.com/TGTM_Official/status/1507935190685044737,2022-03-27,1500639956737597442,17,149,459,中国政府機関の公式アカウントは、日本の災害にバカ騒ぎした。 中国政府はいつも「中国侮辱」で外国に抗議しながら、こんな宣伝をしているんだ。@Murai_Gen　@S10408978 #大翻译运动 #伟大な翻訳运动 #TheGreatTranslationMovement #中国侮辱  https://t.co/LOFqnxnhww,4
196,196,https://twitter.com/TGTM_Official/status/1507983257542881326,2022-03-27,1500639956737597442,29,147,553,【笑劇】中国に新たに導入した、コロナに効果的な秘密兵器とは!? 毎日これだけのデータ（意味深）に目を通すのだから、さぞ大変でしょう。 （エロあり要注意） #TheGreatTranslationMovement #大翻译运动 #偉大な翻訳運動 #Covid_19  https://t.co/vcHBI3vpbF,4
197,197,https://twitter.com/TGTM_Official/status/1508025787819118592,2022-03-27,1500639956737597442,21,154,493,You know there is no limit in Russia-China relationship when Putin start to point it’s finger to #Japan for no valid reason.   #RussiaUkraineWar   #大翻译运动 #TheGreatTranslationMovement  https://t.co/3aRgr26tbC,2
198,198,https://twitter.com/TGTM_Official/status/1508070582918680579,2022-03-27,1500639956737597442,12,88,306,"The fantasies of geopolitics: China's idolatry of &amp; admiration for Alexander Dugin, ""master manipulator"" behind the Russia-Ukraine war  #大翻译运动 #TheGreatTranslationMovement  https://t.co/W1a8hfGkjH",2
199,199,https://twitter.com/TGTM_Official/status/1508129481147441155,2022-03-27,1500639956737597442,17,134,392,It’s none of Biden’s business to ask Putin to step down because Biden isn’t a Russian citizen✅ But it’s of these Chinese nazis’ business to support Putin staying in power because…❓❓❓ #TheGreatTranslationMovement #UkraineWar #Chinazi #大翻译运动  https://t.co/qcd0o05MVG,2
200,200,https://twitter.com/TGTM_Official/status/1508129706905939972,2022-03-27,1500639956737597442,7,25,171,"Also, I heard Putin is running out of conscripts in his war, which makes him look bad and endangers his power domestically. To secure Putin's grip on power, maybe it’s time for these Chinazis to put their words into action by going to Ukraine to fight (die) for Putin?",2
201,201,https://twitter.com/TGTM_Official/status/1508251170627891206,2022-03-28,1500639956737597442,21,81,433,Rate of friendliness: 29/20000  #TheGreatTranslationMovement  #大翻译运动  #偉大な翻訳運動  https://t.co/IQjQbLTwZu,2
202,202,https://twitter.com/TGTM_Official/status/1508286757237886984,2022-03-28,1500639956737597442,12,147,399,"Harsh and cruel lockdown policy under Zero-Covid China. If you miss out on one #COVID19 test, your health status becomes yellow and you are sealed into your house.  #TheGreatTranslationMovement  #大翻译运动  #偉大な翻訳運動  https://t.co/dFYOPWQzvW",2
203,203,https://twitter.com/TGTM_Official/status/1508296111844659204,2022-03-28,1500639956737597442,488,1827,7538,请欣赏近日大翻译运动在中国境内取得的成果（第一期） 翻译素材被销毁，这恰恰是对大翻译运动最好的鼓励   #TheGreatTranslationMovement  #大翻译运动  https://t.co/c6d4heqNzb,1
204,204,https://twitter.com/TGTM_Official/status/1508323636905910280,2022-03-28,1500639956737597442,19,135,551,请认准大翻译运动唯一官号，我们不会向以任何方式索取个人信息和金元,1
205,205,https://twitter.com/TGTM_Official/status/1508350678674157573,2022-03-28,1500639956737597442,22,238,620,"Commentary on China state media: Ukraine can endure for so long, only because Putin is benevolent.  #TheGreatTranslationMovement  #大翻译运动  #偉大な翻訳運動  https://t.co/iwDipAsJT5",2
206,206,https://twitter.com/TGTM_Official/status/1508384149442244612,2022-03-28,1500639956737597442,44,274,940,"(Not our words) 'The people that understand Putin the most are not young Russian people, but young Chinese people'  #TheGreatTranslationMovement  #大翻译运动  #偉大な翻訳運動  https://t.co/fIqWy5pn5V",2
207,207,https://twitter.com/TGTM_Official/status/1508433222677323778,2022-03-28,1500639956737597442,137,602,1679,"This primary school kid in China has a dream of nuking the US.  The question is, where does this idea come from?  #大翻译运动 #TheGreatTranslationMovement  https://t.co/VT1pXUhgcM",2
208,208,https://twitter.com/TGTM_Official/status/1508458902429609992,2022-03-28,1500639956737597442,24,205,746,"Behold, Chinese judging the freedom of speech in other country #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/xG9CsYxdGy",2
209,209,https://twitter.com/TGTM_Official/status/1508489096078893065,2022-03-28,1500639956737597442,22,295,743,"While every rational human being would dread to think of even the possibility of a nuclear WW3, apparently #Chinazi won’t be one of them.  #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/sRBn15NNUm",2
210,210,https://twitter.com/TGTM_Official/status/1508519295025913860,2022-03-28,1500639956737597442,34,293,829,"In a time of global economic sanctions against Russia, official Chinese state media reports openly on Chinese trade support for Russia #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/XmJZZWd6Kx",2
211,211,https://twitter.com/TGTM_Official/status/1508549494945763332,2022-03-28,1500639956737597442,23,282,818,They aren't even pretending to be neutral anymore #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/aJEnt09OyA,2
212,212,https://twitter.com/TGTM_Official/status/1508579693561327617,2022-03-28,1500639956737597442,109,672,1599,"Wonder who gave them the EXACT same script to glorify Russian aggression? Anyway, it seems that a lot of Chinese people fall for it hook, line and sinker... #TheGreatTranslationMovement #大翻译运动 #UkraineRussianWar  https://t.co/RoBOM07mfS",2
213,213,https://twitter.com/TGTM_Official/status/1508609890620694536,2022-03-29,1500639956737597442,196,611,1701,"Before Russia invaded Ukraine, in his comment on Biden's prediction of Russia's invasion, popular Chinese journalist @HuXijin_GT, who is affiliated with CCP, ridiculed the prediction as another lie told by the West. #TheGreatTranslationMovement #大翻译运动 #UkraineRussianWar  https://t.co/yJpqaaE7Ua",2
214,214,https://twitter.com/TGTM_Official/status/1508640092944011264,2022-03-29,1500639956737597442,17,112,391,Students were forced to sing songs and dance in front of the COVID testing staff. #TheGreatTranslationMovement #大翻译运动 #COVID19 #chinalockdown  https://t.co/11q6m0QC6N,2
215,215,https://twitter.com/TGTM_Official/status/1508670285586722824,2022-03-29,1500639956737597442,49,281,867,Extremely popular Chinese vlogger is spreading Russia-made conspiracy theories targeting Ukraine to his 788k followers. His channel on Bilibili (Chinese YouTube) has a total of 38m view counts and 4.7m likes. #TheGreatTranslationMovement #大翻译运动 #UkraineRussianWar  https://t.co/6YNqMqFVSr,2
216,216,https://twitter.com/TGTM_Official/status/1508684858113290243,2022-03-29,1500639956737597442,1,1,12,@CarlGuan81 确实是翻译出错了，感谢指正🙏,1
217,217,https://twitter.com/TGTM_Official/status/1508700484776837121,2022-03-29,1500639956737597442,44,286,922,Comment on the Mar 24 NATO summit from CCTV News (one of China's largest state media groups): No more dates with outdated NATO 🥀 #TheGreatTranslationMovement #大翻译运动 #UkraineRussianWar  https://t.co/V2ZY0K9gLK,2
218,218,https://twitter.com/TGTM_Official/status/1508730686852636672,2022-03-29,1500639956737597442,25,75,392,How on earth can this get 2k+ likes...??? Is it some newly discovered fetish?   @max_katz @ArthurKei_UA @maxseddon   #TheGreatTranslationMovement #大翻译运动 #UkraineRussianWar  https://t.co/a7xzEFhmhL,2
219,219,https://twitter.com/TGTM_Official/status/1508771496927264772,2022-03-29,1500639956737597442,37,122,751,感谢@wuyuesanren 对大翻译运动的支持！ 正如五岳散人所说：“大量给境外势力递各种刀子的活动，是在摧毁那个制造刀子的文化与环境” #TheGreatTranslationMovement  #大翻译运动  #偉大な翻訳運動   https://t.co/XtHKOw619P,1
220,220,https://twitter.com/TGTM_Official/status/1508774254820483074,2022-03-29,1500639956737597442,10,81,243,これは日本政府と日本人は中国を甘やかした結果。 中国政府は反日宣伝を通してファシズム思想を唱え、いつか日本でジェノサイドを行いたいだろう @takaichi_sanae　@KadotaRyusho　@liyonyon #TheGreatTranslationMovement  #大翻译运动  #偉大な翻訳運動,4
221,221,https://twitter.com/TGTM_Official/status/1508777491053232130,2022-03-29,1500639956737597442,23,162,497,Daily mission: Blame America for everything.  @JackPosobiec @StephenMcDonell @evadou   #TheGreatTranslationMovement #大翻译运动 #COVID19 #ChinaCovid  https://t.co/GqhhdrGJTF,2
222,222,https://twitter.com/TGTM_Official/status/1508791584309096453,2022-03-29,1500639956737597442,19,186,771,#大翻译运动 获得日本媒体的深度报道  安田峰俊さん@YSD0118に報道していただきありがとうございます！ 私たちは中国の真実をより多くの人に伝えるために一生懸命して、いつもメディアの取材を歓迎します。 #TheGreatTranslationMovement   #偉大な翻訳運動,4
223,223,https://twitter.com/TGTM_Official/status/1508800486874697733,2022-03-29,1500639956737597442,61,306,1410,#大翻译运动 的日文深度报道得到了雅虎新闻的转载。 短时间内收获了超过380条评论，荣登雅虎新闻“国内杂志实时热度榜”第2名 #TheGreatTranslationMovement   #偉大な翻訳運動  https://t.co/KboFlx0TBs,1
224,224,https://twitter.com/TGTM_Official/status/1508824299616063489,2022-03-29,1500639956737597442,48,159,572,"""Growing up in China is such a blessing"": some Chinese netizens expressed their approval of the government’s handling of the recent plane crash although the list of victims and cause of the accident, at least when the screenshot was taken, were not yet available.#ChinaPlaneCrash  https://t.co/6LAesfhcXW",2
225,225,https://twitter.com/TGTM_Official/status/1508874631280828418,2022-03-29,1500639956737597442,60,410,1336,"I dunno China, making fun of burning corpse isn't a lit thing to do, unless you want to get lit that is. Get it? Lit? Ok I'll show myself out...  @taran_adarsh @theprintindia @sangpran @tarafdarm  #TheGreatTranslationMovement #大翻译运动 #COVID19 #AntiHuman #psychopathic #China  https://t.co/KNk0OogBp6",2
226,226,https://twitter.com/TGTM_Official/status/1508905081822801922,2022-03-29,1500639956737597442,39,316,934,We have received feedback that there are pro-Ukraine people in China. We found them and this is how they are treated. #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/yerxwUbI2m,2
227,227,https://twitter.com/TGTM_Official/status/1508935280811778056,2022-03-29,1500639956737597442,149,673,1550,"This is an example of how #Chinazi poison their youth: Speak with a soft soothing voice and play a piece of lighthearted music, while implanting violence, hate, and lies into the innocent minds. #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/1XPEhaxmPt",2
228,228,https://twitter.com/TGTM_Official/status/1508965480094060546,2022-03-30,1500639956737597442,38,226,830,Some Chinese netizens think they know Russians better than Russians know themselves. #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/2Bkex3dXQx,2
229,229,https://twitter.com/TGTM_Official/status/1508995679246454786,2022-03-30,1500639956737597442,87,545,1664,Heartless and inhumane Bilibili comments on the #911attack tragedy. It is unimaginable how any human being could say such things. #TheGreatTranslationMovement #大翻译运动 #AntiHuman #psychopathic #China  https://t.co/HW4PRUUYSC,2
230,230,https://twitter.com/TGTM_Official/status/1509025877639647237,2022-03-30,1500639956737597442,122,919,2438,China netizens cheering online over Russia launching missiles on Ukraine. Look at the number of likes they earned! #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/T8vwDQRNvt,2
231,231,https://twitter.com/TGTM_Official/status/1509059846892851206,2022-03-30,1500639956737597442,0,3,25,@crehage Bro thanks so much for your support,2
232,232,https://twitter.com/TGTM_Official/status/1509063752494501888,2022-03-30,1500639956737597442,15,22,336,@__Inty__ 感谢推广❤️,1
233,233,https://twitter.com/TGTM_Official/status/1509067149867773952,2022-03-30,1500639956737597442,49,303,919,"The Russian souvenir online shop in China has received unprecedented popularity, even the person in charge has to call for 'rational shopping'.   @maxseddon @max_katz @ArthurKei_UA  #大翻译运动 #TheGreatTranslationMovement  https://t.co/dvrutXiDsh",2
234,234,https://twitter.com/TGTM_Official/status/1509120249609666560,2022-03-30,1500639956737597442,48,306,988,"""Absolutely no sign of an independent and autonomous Germany"", ""American papa hasn't finished writing the script for you yet"" ... Chinese netizens mercilessly pile-on the Weibo account of the German embassy in China @crehage @StuartKLau   #TheGreatTranslationMovement #大翻译运动  https://t.co/i7FRXQlZec",2
235,235,https://twitter.com/TGTM_Official/status/1509161021394460674,2022-03-30,1500639956737597442,23,254,735,"Monetary rewards encouraging people to report one another, fostering distrust in society, do we really want another generation of Stasi surveillance informants?  @lizalinwsj @StephenMcDonell @sjoerddendaas  #大翻译运动 #TheGreatTranslationMovement  #COVID19 #chinalockdown  https://t.co/qYHXfvyVVJ",2
236,236,https://twitter.com/TGTM_Official/status/1509181307326464004,2022-03-30,1500639956737597442,112,745,2651,大翻译运动下你能做什么？ 素材类私信投稿，成品推文则附上以下标签 #大翻译运动  #TheGreatTranslationMovement #偉大な翻訳運動  #LaGrandeTraduction   不会外文只会中文的话，希望转发，粘贴到各国主流媒体下面。,1
237,237,https://twitter.com/TGTM_Official/status/1509182469509365764,2022-03-30,1500639956737597442,25,57,616,推特不支持长图，请投稿者做好图片分割  清晰度损失不可逆，所以请妥善投稿,1
238,238,https://twitter.com/TGTM_Official/status/1509189203938136068,2022-03-30,1500639956737597442,16,168,386,"'#COVID19 is bio warfare designed by US, and those propose to live with COVID must be brainwashed by the west', said Shenzhen official health commission.   #TheGreatTranslationMovement #大翻譯運動",2
239,239,https://twitter.com/TGTM_Official/status/1509241045476855808,2022-03-30,1500639956737597442,34,279,744,[What parallel universe is this?] A Bilibili user praises the Russian soldiers as Good Samaritans in Ukraine and receives 3661 likes.   #TheGreatTranslationMovement #大翻译运动 #UkraineRussianWar #ThisIsChina #paralleluniverse  https://t.co/XVya1KOtKL,2
240,240,https://twitter.com/TGTM_Official/status/1509305722038853638,2022-03-30,1500639956737597442,4,55,198,Complot circulant sur les réseaux sociaux chinois selon lequel le #COVID19 est une arme biologique contre les gènes chinois. Les internautes affirment que le virus a été conçu pour attaquer le système reproducteur des Chinois. 😆  #TheGreatTranslationMovement #LaGrandeTraduction  https://t.co/ZK0ET1VJPt,6
241,241,https://twitter.com/TGTM_Official/status/1509357814875045894,2022-03-31,1500639956737597442,32,255,859,한국에서 발생한 산불이 원자력 발전소로 확산 되고 있는 위급한 상황에서 중국인들은 비웃고 있다.  China Netizen cheering series: Episode 'Korea mountain fire'  #大翻译运动 #TheGreatTranslationMovement #대번역운동  https://t.co/EoTNpaRA1T,6
242,242,https://twitter.com/TGTM_Official/status/1509360970098884611,2022-03-31,1500639956737597442,14,6,285,@badiucao 非常感谢您的支持❤️,1
243,243,https://twitter.com/TGTM_Official/status/1509367011478208515,2022-03-31,1500639956737597442,110,60,366,有关宠物相关的投稿，推荐大家私信粘贴到以下账号 @Number10cat 英国内阁十五岁的虎斑猫larry的账号，它会经常和推友互动经常嘲笑英国政府 剩下两个是 推特顶流民间动保账号 @dodo @dog_rates,1
244,244,https://twitter.com/TGTM_Official/status/1509403113450577928,2022-03-31,1500639956737597442,22,163,525,"【Trust the science? NO, because a country's honor comes before scientific proofs】 Some Weibo users make fun of a Covid patient after she shared her positive experience of taking Pfizer's Covid pill Paxlovid. #TheGreatTranslationMovement #大翻译运动 #Covid_19 #ChinaCovid  https://t.co/xtjyryfqqu",2
245,245,https://twitter.com/TGTM_Official/status/1509448411971530752,2022-03-31,1500639956737597442,134,763,2304,"Here is poll on Bilibili (Chinese equivalent to YouTube) asking ""Who is to blame for the Russia-Ukraine conflict?"". 2433 users voted and the ""winner"" iiiiiiiiiiiiis — wait do you really have to guess? — the US, of course. #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/6tNJCRPqTQ",2
246,246,https://twitter.com/TGTM_Official/status/1509485667444682752,2022-03-31,1500639956737597442,322,1720,4699,"According to Chinese state-owned broadcaster CCTV, US ranks world No. 1 in all the worst metrics possible. Since it is such a shitty place, why are they so obsessed with it? 🤔 @JackPosobiec @serpentza @marcorubio @sjoerddendaas   #TheGreatTranslationMovement #大翻译运动  https://t.co/Au7XLTDOSW",2
247,247,https://twitter.com/TGTM_Official/status/1509513545490305026,2022-03-31,1500639956737597442,2,216,2081,#大翻译运动 现在未公开任何Facebook与Telegram群组，一切以官方公布为准。目前只接受Twitter私信投稿。,1
248,248,https://twitter.com/TGTM_Official/status/1509513792027348992,2022-03-31,1500639956737597442,2,55,314,"We are temporarily NOT offering invitations into our Facebook &amp; Telegram groups. All official correspondence is through Twitter. For now we only communicate via Twitter DMs, including contributions of material.",2
249,249,https://twitter.com/TGTM_Official/status/1509528187532894209,2022-03-31,1500639956737597442,70,500,1443,Why #Chinazi are so obsessed with throwing nuclear bombs? #TheGreatTranslationMovement #大翻译运动  https://t.co/QrJXZbB84m,2
250,250,https://twitter.com/TGTM_Official/status/1509568452817666048,2022-03-31,1500639956737597442,24,193,574,The consequence of cultivating a country of nationalistic tankies: They now believe everything imported from the West is evil. They protest vehemently against #Shanghai's government importing #COVID19  vaccines. @JackPosobiec @evadou  #大翻译运动 #TheGreatTranslationMovement  https://t.co/lzcJrKi9EI,2
251,251,https://twitter.com/TGTM_Official/status/1509613751460237330,2022-03-31,1500639956737597442,34,301,911,"Who says Chinese have not taken a stand in the Russian-Ukrainian war? The people have spoken, and the world will hear them.  @maxseddon @max_katz @ArthurKei_UA  #TheGreatTranslationMovement #大翻译运动  https://t.co/pQsO9MKCZh",2
252,252,https://twitter.com/TGTM_Official/status/1509659303128363039,2022-03-31,1500639956737597442,57,470,1431,How to infuriate US and Japan in one line? China MFA and netizen made it together 🤜🤛  #大翻译运动 #TheGreatTranslationMovement  https://t.co/Bjorr7NNUA,2
253,253,https://twitter.com/TGTM_Official/status/1509704348573478917,2022-04-01,1500639956737597442,40,320,885,"Bilibili may be the only place on Earth where you can find so many experts having intellectual discussions on the ""dark truth"" of supposed connections between America's alleged bio labs and the COVID vaccine. #TheGreatTranslationMovement #大翻译运动 #ConspiracyTheories  https://t.co/KOW241q0O7",2
254,254,https://twitter.com/TGTM_Official/status/1509777580831830024,2022-04-01,1500639956737597442,41,292,921,More proof that Putin has die-hard stans in China. #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/lDiNCvuLyr,2
255,255,https://twitter.com/TGTM_Official/status/1509810044698648578,2022-04-01,1500639956737597442,42,285,832,"Do Chechnya soldiers have any fans in Ukraine? Yes, according to Chinese netizens. #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/S1ImwdeFu1",2
256,256,https://twitter.com/TGTM_Official/status/1509848059039162371,2022-04-01,1500639956737597442,374,1620,6657,大翻译运动对逆贼“人民日报”作出以下批示，听好： 良心比初心更可贵，天命比使命更难违。长江黄河不会倒流，大翻译的浪潮绝不回头。这世间的善恶最终都要有一个交代，该来的都要来。 #大翻译运动 #TheGreatTranslationMovement  https://t.co/5FEfVNmQIN,1
257,257,https://twitter.com/TGTM_Official/status/1509885542170865665,2022-04-01,1500639956737597442,31,327,861,"The government of Langfang issued a mandate on the culling of all Covid patients' pets. We would like to point out similar mandates have been issued in the past in other cities ( https://t.co/lUKJg3a2fE,  https://t.co/NpiLmr6AsQ)#TheGreatTranslationMovement #大翻译运动 #ThisIsChina  https://t.co/zJiaq1SlYj",2
258,258,https://twitter.com/TGTM_Official/status/1509917251281035271,2022-04-01,1500639956737597442,29,321,840,China official: There is no upper limit in Russia-China relationship and it is not targeting any third party. China netizen: bLamE thE WeSt  @milesyu10 @StephenMcDonell @JeffreyGoldberg @evadou  #大翻译运动 #TheGreatTranslationMovement  https://t.co/zr9YK0YIeU,2
259,259,https://twitter.com/TGTM_Official/status/1509962549705560064,2022-04-01,1500639956737597442,25,338,898,A leaked memo from the National Bureau of Statistics of China indicates that the official economic stats of Jan and Feb are so fake and distorted that the Bureau has to ask its subsidiaries to re-examine and provide numbers more sensible. #TheGreatTranslationMovement #大翻譯運動  https://t.co/y2yi4J1Q40,2
260,260,https://twitter.com/TGTM_Official/status/1509967552629415936,2022-04-01,1500639956737597442,2,107,354,Un memo filtrado del Instituto Nacional de Estadísticas de China indica que las estadísticas económicas oficiales de enero y feb son tan falsas que el Instituto tiene que pedir a sus subsidiarias que las reexaminan y producen números más sensatos. #LaGranTraducción #大翻譯運動  https://t.co/T4nLJoGKrJ,6
261,261,https://twitter.com/TGTM_Official/status/1509967849829412875,2022-04-01,1500639956737597442,1,85,314,Un memo de l'Institut national des statistiques de Chine indique que les stats économiques officielles pour janv. et févr. sont si fausses que l'Institut doit demander à ses affiliés de les réexaminer et de fournir des chiffres plus raisonnables.#LaGrandeTraduction #大翻譯運動  https://t.co/irOtvQDx4g,6
262,262,https://twitter.com/TGTM_Official/status/1510007848125845509,2022-04-01,1500639956737597442,41,382,1051,"""Compassionate"" Chinese netizens expressed their true emotion to the South Korean Air Force pilots killed in an accident. #大翻译运动 #TheGreatTranslationMovement  https://t.co/3KNfkQENcy",2
263,263,https://twitter.com/TGTM_Official/status/1510053146785103873,2022-04-02,1500639956737597442,240,1459,4235,I am confused. The validity of the Sino-British Joint Declaration seems under quantum state. #TheGreatTranslationMovement #大翻译运动 #HongKong #China #UK  https://t.co/3y3uowSCdi,2
264,264,https://twitter.com/TGTM_Official/status/1510572826625036297,2022-04-03,1500639956737597442,616,3385,11245, https://t.co/Vn9v5lLrvD,6
265,265,https://twitter.com/TGTM_Official/status/1510648320598937606,2022-04-03,1500639956737597442,99,715,2100,"Chinese state media deliberately ignores comments for help on lockdown survival issues in Shanghai, only focuses on the imaginary enemy America behind the #RussiaUkraineWar.   #大翻译运动 #thegreattranslationmovement  https://t.co/4QM2OJZN2r",2
266,266,https://twitter.com/TGTM_Official/status/1510703683163635717,2022-04-03,1500639956737597442,33,604,1775,#TheGreatTranslationMovement  #大翻译运动,6
267,267,https://twitter.com/TGTM_Official/status/1510749484900229120,2022-04-03,1500639956737597442,71,603,1675,Breaking news on China state media: Russia media says US military is using people in Ukraine for vivi studies. Can someone from Ukraine help to confirm this?  #大翻译运动 #TheGreatTranslationMovement  https://t.co/RsjJneLN9A,2
268,268,https://twitter.com/TGTM_Official/status/1510784969081298948,2022-04-04,1500639956737597442,35,415,1427,중국의 관영 매체는 중국 벽내 인터넷에만 검색할 수 있는 가짜뉴스를 전파하는다.   @hwasoplim @PHancocksCNN @joshjonsmith   #大翻译运动 #TheGreatTranslationMovement #대번역운동  https://t.co/tbdzHgMpSL,6
269,269,https://twitter.com/TGTM_Official/status/1510834545410596865,2022-04-04,1500639956737597442,53,466,1493,"@JackPosobiec @serpentza @marcorubio @sjoerddendaas Meanwhile, China official urged US to conditionally revoke visa restriction to CCP members and their families.  Why are they going to the No.1 worst place on earth? 😅  #TheGreatTranslationMovement #大翻译运动  https://t.co/MOvkEWAYXj",2
270,270,https://twitter.com/TGTM_Official/status/1510882863985709059,2022-04-04,1500639956737597442,6,143,413,#大翻译运动 #thegreattranslationmovement,6
271,271,https://twitter.com/TGTM_Official/status/1510903262530007041,2022-04-04,1500639956737597442,3,41,264,ありがとうございます！ #大翻译运动  #大翻訳運動,4
272,272,https://twitter.com/TGTM_Official/status/1510917257089601539,2022-04-04,1500639956737597442,132,1121,2568,"The slanderous lies of influential Chinese bloggers: ""UKRAINIAN NAZIS ARE GENOCIDING PRO-RUSSIAN CIVILIANS"" #BuchaMassacre   @ArthurKei_UA @max_katz @maxseddon  #大翻译运动 #TheGreatTranslationMovement   FC:  https://t.co/9kF9gEJVcf  https://t.co/Su4hjQniVH",2
273,273,https://twitter.com/TGTM_Official/status/1510935216344379405,2022-04-04,1500639956737597442,138,906,1853,"Today, April 4th, is the #WorldStrayAnimalsDay We found this video circulating on Weibo of stray cats squeezed in bags. The OP of this video claimed these cats are gathered to be culled.  #WWF @peta @Number10cat @dodo   #大翻译运动 #TheGreatTranslationMovement  https://t.co/nxezKpd0BX",2
274,274,https://twitter.com/TGTM_Official/status/1510964969210142730,2022-04-04,1500639956737597442,23,158,437,"There are other discussions on Weibo claiming these stray cats were sold as food.  Regardless, stray cats are already living in tough conditions, what is wrong with them just being alive? #WorldStrayAnimalsDay @peta @Number10cat @dodo  #大翻译运动 #TheGreatTranslationMovement  https://t.co/eFopFy2t8v",2
275,275,https://twitter.com/TGTM_Official/status/1510988560421302273,2022-04-04,1500639956737597442,21,239,743,누가 코로나에 걸렸다고?중국인이야?아니다고?아니라면 참 고소하다! Someone has #COVID? Is it Chinese? no? Then let's start gloating! #대번역운동 #TheGreatTranslationMovement #大翻译运动  https://t.co/rvqxPFanGU,6
